Name,Platform,Genre,Rating,Critic_Score,Critic_Count,User_Score,User_Count,NA_Sales
NBA 07,PSP,Sports,E,68,24,69,5,0.18
IHRA Drag Racing 2004,XB,Racing,E,40,5,73,7,0.15
Ridge Racer 6,X360,Racing,E,74,65,70,28,0.1
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,Platform,E,66,4,82,10,0.15
Taiko Drum Master,PS2,Misc,E,77,35,80,8,0.1
Baja: Edge of Control,X360,Racing,E,65,35,70,18,0.12
Tiger Woods PGA Tour 06,PSP,Sports,E,80,15,78,8,0.18
MC Groovz Dance Craze,GC,Misc,E,42,8,67,9,0.15
NHL FaceOff 2001,PS2,Sports,E,57,11,39,4,0.1
The Hobbit,GBA,Platform,E,67,6,91,17,0.14
Major League Baseball 2K12,PS3,Sports,E,68,8,43,5,0.18
Breath of Fire II,GBA,Role-Playing,E,81,16,87,16,0.14
UFC Personal Trainer: The Ultimate Fitness System,PS3,Sports,E,65,8,23,5,0.08
NCAA Final Four 2003,PS2,Sports,E,57,16,59,4,0.09
Spore Hero Arena,DS,Simulation,E,49,11,25,8,0.18
Disney's Magical Mirror Starring Mickey Mouse,GC,Adventure,E,50,9,88,10,0.15
NHL Hitz Pro,PS2,Sports,E,79,23,88,13,0.09
Space Invaders Extreme 2,DS,Shooter,E,82,38,70,8,0.17
Frequency,PS2,Misc,E,83,26,89,29,0.09
2002 FIFA World Cup,XB,Sports,E,79,17,89,4,0.14
SpongeBob SquigglePants 3D,3DS,Misc,E,64,8,59,8,0.13
MLB 12: The Show,PSV,Sports,E,76,15,77,42,0.17
NBA 2K11,PC,Action,E,82,6,85,37,0.18
Lunar Legend,GBA,Role-Playing,E,79,20,77,8,0.14
Harry Potter and the Prisoner of Azkaban,XB,Action,E,67,23,87,10,0.14
R-Type Final,PS2,Shooter,E,79,50,90,21,0.09
Sega GT 2002,XB,Racing,E,82,24,81,24,0.12
Major League Baseball 2K10,PS3,Sports,E,74,19,52,4,0.17
Harry Potter: Quidditch World Cup,XB,Sports,E,69,14,74,4,0.14
NBA Ballers: Chosen One,X360,Sports,E,55,42,41,15,0.17
Tiger Woods PGA Tour 07,XB,Sports,E,81,21,67,6,0.13
The Munchables,Wii,Action,E,71,33,81,5,0.17
Ty the Tasmanian Tiger,XB,Platform,E,68,13,84,11,0.14
Shape Up,XOne,Misc,E,58,6,82,28,0.08
AirForce Delta Storm,XB,Shooter,E,61,21,70,7,0.14
MotoGP,Wii,Racing,E,44,10,53,11,0.05
Backbreaker,X360,Sports,E,54,29,75,68,0.17
MotoGP 14 ,PS4,Racing,E,73,28,63,26,0.04
Six Flags Fun Park,DS,Misc,E,34,4,69,4,0.17
Test Drive Off-Road Wide Open,XB,Racing,E,64,21,82,9,0.15
Mega Man X: Command Mission,PS2,Role-Playing,E,69,27,70,18,0.09
Tokyo Xtreme Racer DRIFT,PS2,Racing,E,59,13,85,15,0.09
GRID Autosport,PS3,Racing,E,75,35,67,62,0.05
World of Outlaws: Sprint Cars,X360,Racing,E,57,4,80,10,0.17
Grand Slam Tennis 2,X360,Sports,E,71,45,50,14,0.1
Pure Futbol,X360,Sports,E,38,20,78,29,0.08
Tiger Woods PGA Tour 2004,GBA,Sports,E,75,5,74,4,0.13
FIFA Soccer 2002,GC,Sports,E,81,13,79,9,0.14
Disney's Tarzan Untamed,GC,Platform,E,61,11,73,8,0.14
Ball Breakers,PS,Action,E,68,10,52,4,0.1
EyeToy: Groove,PS2,Misc,E,73,34,79,5,0.09
Charlie and the Chocolate Factory,GC,Adventure,E,39,16,31,6,0.14
Burnout Legends,DS,Racing,E,38,12,59,59,0.15
College Hoops 2K7,PS3,Sports,E,81,9,70,8,0.16
Sonic Riders: Zero Gravity,PS2,Racing,E,56,16,82,27,0.09
College Hoops 2K8,X360,Sports,E,81,21,68,16,0.16
NHL 2004,XB,Sports,E,85,21,64,31,0.13
NBA Starting Five,PS2,Sports,E,53,10,72,7,0.09
NBA Live 16,PS4,Sports,E,59,27,60,70,0.1
EyeToy: Kinetic,PS2,Sports,E,78,32,82,11,0.09
Rapala Fishing Frenzy 2009,PS3,Sports,E,31,4,43,9,0.16
Major League Baseball 2K9,PS3,Sports,E,61,19,39,6,0.16
Smash Court Tennis Pro Tournament,PS2,Sports,E,73,15,73,10,0.08
Race Pro,X360,Racing,E,72,54,69,60,0.06
NBA Inside Drive 2004,XB,Sports,E,71,31,81,11,0.13
Gretzky NHL 2005,PS2,Sports,E,66,24,90,14,0.08
The Hobbit,GC,Platform,E,61,17,72,8,0.13
Skate it,DS,Sports,E,72,13,77,12,0.14
Backbreaker,PS3,Sports,E,58,25,69,52,0.16
Disney's Atlantis: The Lost Empire,PS,Platform,E,73,7,84,6,0.1
Looney Tunes: Back in Action,GC,Platform,E,64,6,49,4,0.13
Top Spin 2,X360,Sports,E,75,52,67,25,0.15
MotoGP 10/11,PS3,Racing,E,68,32,60,23,0.04
NBA 09: The Inside,PSP,Sports,E,79,9,73,7,0.16
Mercury Meltdown Revolution,Wii,Action,E,77,41,73,16,0.16
Let's TAP,Wii,Misc,E,70,47,65,11,0.08
Bee Movie Game,X360,Action,E,71,25,57,13,0.16
Professor Heinz Wolff's Gravity,Wii,Puzzle,E,63,12,76,7,0.04
Gallop Racer 2001,PS2,Sports,E,71,11,90,56,0.05
MotoGP 09/10,X360,Racing,E,69,41,56,41,0.07
SSX On Tour,GC,Sports,E,80,27,74,14,0.13
World Tour Soccer 2006,PS2,Sports,E,56,20,59,7,0.08
Disney Golf,PS2,Sports,E,72,10,82,7,0.07
Mega Man Network Transmission,GC,Platform,E,65,28,75,13,0.13
RC Revenge Pro,PS2,Racing,E,49,13,75,7,0.08
NASCAR '14,X360,Racing,E,65,4,50,14,0.15
MLB 11: The Show,PSP,Sports,E,77,9,59,5,0.15
Bomberman Land,Wii,Misc,E,57,23,79,10,0.11
Cubivore: Survival of the Fittest,GC,Adventure,E,71,12,84,21,0.01
Taz Wanted,PS2,Platform,E,65,7,86,9,0.08
Zoo Keeper,DS,Puzzle,E,74,40,74,13,0.1
Star Wars: Super Bombad Racing,PS2,Racing,E,71,21,48,8,0.08
World Tour Soccer 2005,PS2,Sports,E,68,28,89,6,0.08
ESPN College Hoops,PS2,Sports,E,83,14,84,8,0.08
F1 2011,3DS,Racing,E,59,15,67,13,0.07
NCAA Football 09 All-Play,Wii,Sports,E,49,5,57,32,0.15
Hot Wheels World Race,GC,Racing,E,59,5,69,5,0.13
Angry Birds Trilogy,PS3,Action,E,66,8,36,20,0.12
True Swing Golf,DS,Sports,E,66,32,76,11,0.11
Wakeboarding Unleashed Featuring Shaun Murray,PS2,Sports,E,83,23,89,12,0.08
Dewy's Adventure,Wii,Platform,E,67,29,62,15,0.14
The BIGS,PS3,Sports,E,77,19,71,12,0.15
NBA Live 08,Wii,Sports,E,52,11,70,21,0.14
Marble Saga: Kororinpa,Wii,Puzzle,E,74,16,72,6,0.09
Create,PS3,Action,E,61,23,51,5,0.11
Spyro: Shadow Legacy,DS,Action,E,50,18,56,16,0.14
Angry Birds Star Wars,XOne,Strategy,E,53,4,68,63,0.11
NBA 2K12,PC,Sports,E,86,5,70,66,0.09
F-Zero: GP Legend,GBA,Racing,E,77,31,84,18,0.11
Tiger Woods PGA Tour 2004,GC,Sports,E,89,16,77,6,0.12
Innocent Life: A Futuristic Harvest Moon,PSP,Simulation,E,67,22,77,23,0.08
NHL 2005,XB,Sports,E,77,27,61,11,0.12
Burnout 2: Point of Impact,GC,Racing,E,89,24,84,18,0.12
Paris-Dakar Rally,PS2,Racing,E,36,6,38,15,0.08
Tak: The Great Juju Challenge,GC,Platform,E,75,17,92,4,0.12
Bomberman,PSP,Puzzle,E,73,30,69,7,0.14
NCAA Football 2004,GC,Sports,E,89,16,74,6,0.12
XGIII: Extreme G Racing,GC,Racing,E,83,21,77,14,0.12
Digimon World 4,PS2,Role-Playing,E,48,7,68,37,0.08
Cars: Race-O-Rama,X360,Racing,E,54,8,57,5,0.14
NBA Street Homecourt,PS3,Sports,E,81,31,64,16,0.12
Enthusia Professional Racing,PS2,Racing,E,70,43,75,17,0.07
MLB Power Pros 2008,PS2,Sports,E,67,9,84,8,0.05
WordJong,DS,Puzzle,E,77,9,76,9,0.13
Disney's The Lion King: Simba's Mighty Adventure,PS,Action,E,30,5,68,9,0.08
NBA 09: The Inside,PS3,Sports,E,63,17,50,7,0.14
World Series Baseball 2K3,XB,Sports,E,89,22,85,14,0.11
Bomberman,DS,Puzzle,E,75,30,69,12,0.1
Super Monkey Ball Adventure,GC,Platform,E,51,24,71,9,0.12
FIFA Soccer 2002,PS,Sports,E,81,8,63,5,0.08
FIFA 06: Road to FIFA World Cup,X360,Sports,E,62,39,59,34,0.11
F1 2001,PS2,Racing,E,83,13,82,9,0.07
Top Gun: Combat Zones,GC,Simulation,E,59,10,70,7,0.12
All-Star Baseball 2003,GC,Sports,E,83,16,79,6,0.12
Space Invaders Extreme,DS,Shooter,E,85,41,75,16,0.12
eJay Clubworld,PS2,Misc,E,69,5,85,10,0.07
Ridge Racer DS,DS,Racing,E,63,35,66,7,0.14
Brain Boost: Beta Wave,DS,Puzzle,E,39,12,24,4,0.14
All-Star Baseball 2005,XB,Sports,E,75,31,87,12,0.11
Toy Story Racer,PS,Racing,E,76,8,86,9,0.08
Disney's Donald Duck: Goin' Quackers,PS,Platform,E,65,4,69,10,0.08
Crash: Twinsanity,XB,Platform,E,66,30,86,29,0.11
The Wizard of Oz: Beyond The Yellow Brick Road,DS,Role-Playing,E,68,18,59,4,0.13
Super Monkey Ball Deluxe,XB,Misc,E,81,25,81,9,0.11
Pac-Man Party 3D,3DS,Misc,E,43,11,53,11,0.09
Boktai: The Sun is in Your Hand,GBA,Role-Playing,E,83,31,95,16,0.1
F1 2012,PC,Racing,E,80,15,68,115,0.01
MLB SlugFest 20-03,GC,Sports,E,80,10,74,4,0.11
Tiger Woods PGA Tour,DS,Sports,E,64,21,73,7,0.13
Grabbed by the Ghoulies,XB,Action,E,66,42,72,28,0.11
Cars: Mater-National Championship,X360,Racing,E,58,9,77,6,0.13
Rayman Raving Rabbids,DS,Misc,E,56,13,60,8,0.13
Rayman 3,GBA,Platform,E,83,21,77,8,0.1
Ratatouille,GC,Action,E,60,7,55,7,0.11
Casper: Spirit Dimensions,PS2,Platform,E,58,7,34,6,0.07
Geometry Wars: Galaxies,DS,Shooter,E,79,36,78,26,0.13
Mega Man Powered Up,PSP,Platform,E,82,28,74,36,0.12
Bejeweled 3,PS3,Puzzle,E,76,5,81,5,0.13
FIFA Soccer 2005,GC,Sports,E,78,22,84,6,0.11
Harvest Moon: Hero of Leaf Valley,PSP,Simulation,E,74,6,78,12,0.07
SSX On Tour,XB,Sports,E,81,35,80,10,0.11
NCAA College Basketball 2K3,XB,Sports,E,84,12,83,5,0.11
PaRappa The Rapper 2,PS2,Misc,E,67,26,65,26,0.07
NFL Head Coach 09,PS3,Sports,E,64,12,70,12,0.13
NFL Blitz 20-03,XB,Sports,E,72,12,77,4,0.11
PaRappa The Rapper,PSP,Misc,E,67,43,51,16,0.11
Top Spin 4,Wii,Sports,E,54,8,73,7,0.04
Cranium Kabookii,Wii,Misc,E,64,9,53,13,0.13
Pro Evolution Soccer 2015,XOne,Sports,E,79,9,72,65,0.03
Destruction Derby Raw,PS,Racing,E,69,9,72,14,0.08
World Tour Soccer 2003,PS2,Sports,E,78,21,82,7,0.07
Spyro: A Hero's Tail,XB,Platform,E,64,17,90,10,0.11
Shovel Knight,3DS,Platform,E,90,9,81,225,0.08
Mr. Driller: Drill Spirits,DS,Puzzle,E,70,35,88,9,0.08
Ecco the Dolphin: Defender of the Future,PS2,Adventure,E,71,17,84,11,0.07
Virtua Tennis 4,Wii,Sports,E,65,15,74,4,0.05
College Hoops 2K8,PS3,Sports,E,82,18,51,6,0.13
Super Puzzle Fighter II Turbo,PS,Puzzle,E,83,9,73,5,0.08
Bejeweled 3,X360,Puzzle,E,78,13,83,11,0.13
Rayman Arena,GC,Racing,E,60,10,71,6,0.11
Shining Soul,GBA,Role-Playing,E,58,13,84,8,0.03
Create,X360,Action,E,60,19,57,10,0.1
UEFA Euro 2004: Portugal,PS2,Sports,E,76,21,63,18,0.07
Happy Feet,Wii,Action,E,46,11,66,16,0.12
NBA Jam,XB,Sports,E,68,17,90,7,0.1
World Tour Soccer 2002,PS2,Sports,E,77,21,74,10,0.07
NBA Ballers: Chosen One,PS3,Sports,E,54,23,64,4,0.12
Apex,XB,Racing,E,74,26,90,7,0.1
BIT.TRIP SAGA,3DS,Misc,E,75,21,77,24,0.09
MotoGP '06,X360,Racing,E,80,50,76,13,0.11
Salt Lake 2002,PS2,Sports,E,49,11,34,6,0.07
Magnetica,DS,Puzzle,E,68,33,80,11,0.08
FIFA Street 2,PSP,Sports,E,58,6,68,17,0.07
Baseball Advance,GBA,Sports,E,80,16,77,5,0.1
Retro Atari Classics,DS,Misc,E,51,17,36,7,0.12
Need for Speed Underground 2,DS,Racing,E,65,13,69,25,0.11
Chessmaster,XB,Misc,E,79,12,89,6,0.1
Kororinpa: Marble Mania,Wii,Puzzle,E,69,39,86,21,0.08
NHL 2003,GC,Sports,E,79,13,62,4,0.1
Chicken Run,PS,Adventure,E,75,7,61,6,0.07
Ninjatown,DS,Strategy,E,80,40,82,21,0.12
Frogger Beyond,GC,Platform,E,60,6,71,5,0.1
RPG Maker II,PS2,Role-Playing,E,65,9,87,77,0.06
MLB Power Pros 2008,Wii,Sports,E,79,16,86,21,0.11
Anno 1701: Dawn of Discovery,DS,Simulation,E,78,14,74,19,0.07
NBA 08,PS3,Sports,E,63,37,59,4,0.12
Disney's Kim Possible: Kimmunicator,DS,Platform,E,61,14,74,4,0.11
Mega Man Anniversary Collection,XB,Platform,E,80,12,91,5,0.1
F1 2011,PSV,Racing,E,66,27,61,25,0.03
Sonic Riders,XB,Racing,E,56,33,80,7,0.1
Shrek Super Party,XB,Misc,E,33,9,79,11,0.1
RollerCoaster Tycoon,XB,Strategy,E,62,8,82,12,0.1
FIFA World Cup Germany 2006,GC,Sports,E,76,17,61,5,0.1
Game Party: Champions,WiiU,Action,E,24,8,34,21,0.09
Puzzle de Harvest Moon,DS,Puzzle,E,41,5,62,4,0.12
Backyard Baseball,GC,Sports,E,70,4,93,5,0.1
All-Star Baseball 2004,XB,Sports,E,74,20,83,7,0.1
Portal Runner,PS2,Platform,E,53,18,66,6,0.06
City Crisis,PS2,Simulation,E,63,20,61,5,0.06
NBA 2K13,WiiU,Sports,E,85,17,69,43,0.07
7 Wonders of the Ancient World,DS,Puzzle,E,60,7,82,48,0.1
Burnout,XB,Racing,E,75,13,65,12,0.09
Indianapolis 500 Legends,Wii,Racing,E,47,10,66,7,0.12
Mega Man X Collection,GC,Misc,E,75,23,91,12,0.1
Smash Court Tennis Pro Tournament 2,PS2,Sports,E,74,41,90,12,0.06
Mega Man X: Command Mission,GC,Role-Playing,E,67,21,72,12,0.1
Need for Speed: ProStreet,DS,Racing,E,74,8,73,10,0.11
DiRT Rally,XOne,Racing,E,86,17,79,60,0.04
Impossible Mission,DS,Platform,E,61,8,47,6,0.11
Strikers 1945,PS,Shooter,E,63,5,81,6,0.07
Disney's PK: Out of the Shadows,PS2,Platform,E,49,14,49,4,0.06
Chessmaster: The Art of Learning,PSP,Misc,E,64,4,83,18,0.11
Lemony Snicket's A Series of Unfortunate Events,XB,Platform,E,70,17,71,5,0.09
Neopets Petpet Adventures: The Wand of Wishing,PSP,Adventure,E,66,21,76,6,0.11
Bomberman Party Edition,PS,Puzzle,E,79,6,82,6,0.07
Star Trek: Conquest,Wii,Strategy,E,49,18,48,11,0.11
Major League Baseball 2K8 Fantasy All-Stars,DS,Sports,E,59,8,69,6,0.11
Madden NFL 06,DS,Sports,E,66,9,62,12,0.11
PixelJunk Monsters Deluxe,PSP,Strategy,E,86,27,78,32,0.11
Curious George,PS2,Action,E,53,13,76,6,0.06
Don Bradman Cricket 14,PS4,Sports,E,76,4,73,19,0.01
Looney Tunes: Sheep Raider,PS,Platform,E,72,12,87,25,0.07
Geometry Wars: Galaxies,Wii,Shooter,E,80,55,81,26,0.11
Godzilla Unleashed: Double Smash,DS,Action,E,28,18,48,8,0.11
College Hoops 2K6,X360,Sports,E,70,17,72,11,0.11
Academy of Champions: Soccer,Wii,Sports,E,64,20,67,14,0.09
NFL Head Coach,XB,Sports,E,69,26,70,9,0.09
Disney's Extreme Skate Adventure,GC,Sports,E,76,18,75,5,0.09
NBA 2K2,GC,Sports,E,90,13,79,4,0.09
Jeremy McGrath Supercross World,GC,Racing,E,36,14,55,5,0.09
Lost Magic,DS,Role-Playing,E,68,44,81,32,0.09
Peggle: Dual Shot,DS,Puzzle,E,84,17,81,21,0.11
Cruis'n,Wii,Racing,E,25,7,36,18,0.1
NHL 2K3,XB,Sports,E,89,17,70,14,0.09
F1 2002,PS2,Racing,E,81,11,63,10,0.05
Every Extend Extra,PSP,Shooter,E,74,45,72,9,0.1
FIFA Soccer,PSP,Sports,E,73,23,76,22,0.11
GT Advance 2: Rally Racing,GBA,Racing,E,77,12,59,4,0.08
Smash Cars,PS2,Racing,E,67,15,89,5,0.06
NASCAR 07,PS2,Racing,E,68,26,88,16,0.06
Tecmo Bowl: Kickoff,DS,Sports,E,66,21,72,8,0.11
Rugby 15,PS4,Sports,E,19,5,33,65,0.04
Phantasy Star Collection,GBA,Role-Playing,E,76,20,80,7,0.08
Disney Art Academy,3DS,Action,E,72,16,67,5,0.02
FIFA Street 2,GC,Sports,E,63,16,56,7,0.09
NFL Head Coach 09,X360,Sports,E,67,14,83,28,0.11
Star Trek: Conquest,PS2,Strategy,E,54,15,90,10,0.06
Mega Man Battle Chip Challenge,GBA,Misc,E,54,25,82,8,0.08
Ping Pals,DS,Misc,E,28,17,38,26,0.1
MLB 13: The Show,PSV,Sports,E,75,7,74,21,0.1
18 Wheeler: American Pro Trucker,GC,Racing,E,52,17,67,8,0.09
NHL Hitz 20-03,XB,Sports,E,81,19,84,13,0.08
ECW Anarchy Rulz,PS,Fighting,E,43,7,62,4,0.06
Sabrina The Teenage Witch: Potion Commotion,GBA,Action,E,63,5,27,6,0.08
Hot Wheels Velocity X,GC,Racing,E,55,4,63,5,0.09
de Blob 2,DS,Platform,E,75,11,81,6,0.08
FIFA Soccer 06,PSP,Sports,E,77,17,76,20,0.1
Cloudy With a Chance of Meatballs,Wii,Platform,E,68,4,52,4,0.1
The Settlers,DS,Action,E,39,6,55,7,0.1
ESPN NHL Hockey,XB,Sports,E,88,25,83,24,0.08
John Daly's ProStroke Golf,PS3,Sports,E,58,23,40,8,0.09
XXX,GBA,Action,E,50,13,49,4,0.08
Gabrielle's Ghostly Groove 3D,3DS,Adventure,E,62,9,73,9,0.08
Cake Mania,DS,Puzzle,E,55,23,60,7,0.09
Disney's Extreme Skate Adventure,XB,Sports,E,76,15,82,7,0.08
Karaoke Revolution Presents American Idol Encore,X360,Misc,E,70,7,69,6,0.1
NHL Rivals 2004,XB,Sports,E,65,39,87,20,0.08
Michael Phelps: Push the Limit,X360,Sports,E,48,10,34,6,0.09
Charlie and the Chocolate Factory,XB,Adventure,E,39,20,5,8,0.08
Real World Golf,PS2,Sports,E,73,11,62,4,0.05
Ty the Tasmanian Tiger 2: Bush Rescue,XB,Platform,E,69,29,87,4,0.08
Mushroom Men: Rise of the Fungi,DS,Action,E,45,16,72,4,0.1
The Polar Express,GC,Adventure,E,40,7,46,9,0.08
Frogger: Helmet Chaos,PSP,Platform,E,66,18,63,5,0.1
NBA Live 16,XOne,Sports,E,60,17,55,62,0.09
Sonic Generations,PC,Platform,E,77,11,82,337,0.02
Bust-A-Move DS,DS,Puzzle,E,75,14,69,6,0.08
Mega Man Zero 4,GBA,Platform,E,77,17,90,21,0.08
NASCAR '14,PS3,Racing,E,67,7,45,20,0.09
Dawn of Discovery,DS,Simulation,E,82,11,72,7,0.07
Pro Evolution Soccer 2016,XOne,Sports,E,85,14,61,144,0.04
Tiger Woods PGA Tour 06,GC,Sports,E,82,19,47,4,0.08
FIFA World Cup Germany 2006,PSP,Sports,E,72,15,72,8,0.1
MLB 14: The Show,PSV,Sports,E,68,6,69,25,0.08
SimCity 2000,GBA,Simulation,E,62,9,77,11,0.08
Top Spin,PS2,Sports,E,67,28,77,12,0.05
F1 Career Challenge,PS2,Racing,E,70,15,76,15,0.05
Winning Eleven: Pro Evolution Soccer 2007,X360,Sports,E,79,22,64,33,0.09
Banjo-Pilot,GBA,Racing,E,68,22,58,9,0.07
Gallop Racer 2006,PS2,Sports,E,69,15,82,8,0.02
Frogger: Ancient Shadow,PS2,Platform,E,54,17,39,5,0.05
Princess Debut,DS,Misc,E,71,6,73,7,0.1
Gretzky NHL,PSP,Sports,E,61,23,73,10,0.1
Cloudy With a Chance of Meatballs,PS3,Platform,E,66,9,59,5,0.09
G1 Jockey 3,PS2,Sports,E,71,12,89,10,0.02
Exit DS,DS,Puzzle,E,64,25,66,6,0.09
Ride,XOne,Racing,E,54,9,52,17,0.04
NASCAR The Game: Inside Line,X360,Racing,E,72,7,33,27,0.09
Colin McRae Rally 04,XB,Racing,E,84,33,80,19,0.08
FIFA Street,XB,Sports,E,60,21,79,9,0.08
Hot Wheels: Stunt Track Challenge,XB,Racing,E,63,11,61,5,0.08
NHL 2004,GC,Sports,E,85,18,83,7,0.08
Beach Spikers: Virtua Beach Volleyball,GC,Sports,E,76,31,80,9,0.08
Bee Movie Game,PS2,Action,E,65,11,74,4,0.05
Kelly Slater's Pro Surfer,XB,Sports,E,80,15,79,5,0.08
NFL Tour,X360,Sports,E,49,35,30,45,0.09
Sudoku Mania,DS,Puzzle,E,25,4,34,4,0.09
Myst,DS,Adventure,E,43,25,34,6,0.09
NBA Ballers: Rebound,PSP,Sports,E,69,17,76,7,0.09
Sneakers,XB,Puzzle,E,28,13,45,8,0.07
College Hoops 2K6,XB,Sports,E,82,17,91,6,0.07
Star Trek: Shattered Universe,PS2,Simulation,E,42,19,82,18,0.05
MotoGP 07,PS2,Racing,E,62,26,90,7,0.05
Cubic Ninja,3DS,Platform,E,51,15,58,14,0.05
Harvest Moon: Frantic Farming,DS,Puzzle,E,72,7,67,6,0.08
Shovel Knight,WiiU,Platform,E,88,24,82,280,0.05
MotoGP 2,XB,Racing,E,87,23,84,14,0.07
"Blast Works: Build, Trade, Destroy",Wii,Shooter,E,78,30,76,17,0.09
NASCAR,PSP,Racing,E,66,13,52,6,0.09
Disney's Aladdin in Nasira's Revenge,PS,Action,E,61,11,82,7,0.05
Pac-Man World 3,GC,Platform,E,66,17,72,10,0.07
Brain Age: Concentration Training,3DS,Puzzle,E,71,11,78,17,0.09
Speed Kings,PS2,Racing,E,61,13,77,6,0.05
Little League World Series Baseball 2008,Wii,Sports,E,70,8,79,6,0.09
Winter Stars,X360,Sports,E,46,9,64,4,0.05
MotoGP,XB,Racing,E,84,18,83,16,0.07
Scaler,PS2,Platform,E,70,20,85,18,0.05
Beaterator,PSP,Misc,E,80,44,77,12,0.06
Ribbit King,PS2,Sports,E,58,10,64,4,0.05
NCAA March Madness 08,PS3,Sports,E,67,15,37,4,0.08
Atari Classics Evolved,PSP,Misc,E,64,17,59,4,0.08
GripShift,PSP,Racing,E,70,37,86,22,0.08
NASCAR: Dirt to Daytona,GC,Racing,E,85,8,72,7,0.07
Road Trip,PS2,Racing,E,80,4,89,41,0.04
Astro Boy: Omega Factor,GBA,Action,E,85,37,85,18,0.06
Lock's Quest,DS,Strategy,E,80,32,86,27,0.08
Rugby 2005,PS2,Sports,E,71,15,85,19,0.04
DriveClub VR,PS4,Racing,E,67,34,73,110,0.03
Space Invaders Extreme,PSP,Shooter,E,84,29,67,13,0.06
Super Puzzle Fighter II,GBA,Puzzle,E,83,22,94,4,0.06
World Soccer Winning Eleven 8 International,XB,Sports,E,90,25,83,11,0.07
Mahjong Cub3D,3DS,Puzzle,E,67,11,52,4,0.07
Red Bull BC One,DS,Misc,E,48,15,52,8,0.08
The Weakest Link,PS,Misc,E,63,7,71,6,0.05
GRID Autosport,X360,Racing,E,75,15,59,56,0.03
Ikaruga,GC,Shooter,E,85,52,84,42,0.07
Digimon World 4,GC,Role-Playing,E,55,4,80,19,0.07
Karaoke Revolution,XB,Misc,E,80,13,84,4,0.06
Jimmy Neutron: Boy Genius,GC,Platform,E,42,4,50,7,0.07
Henry Hatsworth in the Puzzling Adventure,DS,Puzzle,E,82,46,79,38,0.08
Rollcage Stage II,PS,Racing,E,85,7,88,16,0.05
LEGO Star Wars II: The Original Trilogy,GBA,Action,E,55,5,69,6,0.06
Top Gear Rally,GBA,Racing,E,78,12,75,5,0.06
BIT.TRIP COMPLETE,Wii,Misc,E,84,19,86,18,0.06
Rugby 15,XOne,Sports,E,20,4,30,30,0.03
The Smurfs 2,WiiU,Platform,E,42,5,55,21,0.04
Astro Boy,PS2,Action,E,54,29,68,7,0.04
Monster House,GBA,Adventure,E,69,10,89,4,0.06
Cloudy With a Chance of Meatballs,X360,Platform,E,62,12,64,11,0.07
NCAA Football 08,XB,Sports,E,82,4,80,8,0.06
1 vs. 100,DS,Misc,E,38,5,31,5,0.08
NASCAR The Game: Inside Line,PS3,Racing,E,76,4,44,15,0.07
Bomberman Jetters,GC,Puzzle,E,70,21,78,10,0.06
Disney's Donald Duck: Goin' Quackers,PS2,Platform,E,73,10,72,7,0.04
Ultimate Brain Games,GBA,Misc,E,80,9,82,7,0.06
Exit,PSP,Puzzle,E,77,36,76,13,0.07
Bejeweled 3,PC,Puzzle,E,82,27,80,86,0.02
FIFA Street 2,XB,Sports,E,63,30,70,9,0.06
Shining Soul II,GBA,Role-Playing,E,74,18,82,9,0.06
The Golf Club,PS4,Sports,E,66,11,62,67,0.05
Hello Kitty: Roller Rescue,GC,Action,E,64,14,67,6,0.06
Pac-Man World Rally,GC,Racing,E,57,10,77,4,0.06
Shovel Knight,PS4,Platform,E,90,18,75,312,0.03
Strider 2,PS,Platform,E,69,15,80,11,0.05
Grand Prix Challenge,PS2,Racing,E,76,9,91,9,0.04
FIFA Soccer 2005,GBA,Sports,E,75,4,77,5,0.06
Mega Man Legacy Collection,PS4,Platform,E,77,22,60,55,0.07
Ninjabread Man,Wii,Action,E,20,6,16,52,0.07
Swingerz Golf,GC,Sports,E,72,11,92,4,0.06
FIFA Soccer 2003,GC,Sports,E,86,12,77,10,0.06
Major League Baseball 2K11,PC,Sports,E,74,5,58,16,0.06
SafeCracker: The Ultimate Puzzle Adventure,Wii,Puzzle,E,56,7,77,4,0.07
NBA 10: The Inside,PSP,Sports,E,69,13,29,13,0.07
Line Rider 2: Unbound,DS,Puzzle,E,59,23,55,5,0.07
Harry Potter and the Sorcerer's Stone,GC,Action,E,62,11,82,6,0.06
High Heat Major League Baseball 2004,XB,Sports,E,83,14,83,8,0.06
Superman: Shadow of Apokolips,GC,Action,E,66,7,72,8,0.06
Taz Wanted,GC,Platform,E,61,5,69,5,0.06
Evolution Worlds,GC,Role-Playing,E,63,20,79,10,0.06
Code Lyoko: Fall of X.A.N.A.,DS,Adventure,E,51,11,62,4,0.07
MLB Front Office Manager,PS3,Sports,E,49,8,64,8,0.07
Song of the Deep,PS4,Action,E,69,41,72,30,0.06
Super Monkey Ball Adventure,PSP,Platform,E,56,23,58,7,0.05
Gadget Racers,PS2,Racing,E,67,10,73,7,0.04
TrackMania DS,DS,Racing,E,75,38,68,12,0.06
The Dukes of Hazzard: Return of the General Lee,XB,Racing,E,49,18,69,4,0.06
NHL Hitz 20-03,GC,Sports,E,82,12,83,5,0.06
Soul Bubbles,DS,Puzzle,E,78,33,79,22,0.05
All-Star Baseball 2004,GC,Sports,E,80,14,91,5,0.06
